CGPA,Semester,Skills_Count,Projects_Count,Internship,Coding_Profile,Aptitude_Score,Communication_Score,Resume_Score,Academic_Score,Skill_Score,Project_Score,Internship_Score,Coding_Score,Placement_Readiness
5.28,6,8,3,1,10,62.7,25.4,64.1,52.800000000000004,80,60,100,100,56.84
6.33,5,9,3,1,5,100.0,45.8,76.7,63.3,90,60,100,50,78.86
6.4,6,8,1,0,8,81.1,20.9,80.5,64.0,80,20,0,80,51.88
8.32,3,2,1,0,9,80.6,84.4,79.2,83.2,20,20,0,90,64.84
8.37,7,9,3,0,10,75.4,53.9,69.8,83.7,90,60,0,100,63.99
7.82,3,7,1,0,6,75.2,81.1,70.8,78.2,70,20,0,60,52.73
8.32,4,4,3,1,0,84.7,43.7,60.6,83.2,40,60,100,0,61.07
7.34,4,10,3,0,3,48.1,51.0,100.0,73.4,100,60,0,30,62.8
8.7,5,7,1,1,5,81.9,69.4,76.5,86.99999999999999,70,20,100,50,63.89
7.51,8,9,5,1,3,47.7,61.5,47.0,75.1,90,100,100,30,78.93
7.56,6,1,3,0,5,65.7,55.3,96.3,75.6,10,60,0,50,60.24
7.23,8,4,5,0,2,73.3,51.0,92.7,72.30000000000001,40,100,0,20,69.94
8.18,1,9,0,0,7,79.5,75.7,86.9,81.8,90,0,0,70,70.12
7.08,7,10,4,0,8,48.0,42.7,38.7,70.8,100,80,0,80,61.35
8.48,2,4,2,1,4,44.5,77.0,87.3,84.80000000000001,40,40,100,40,64.69
6.37,3,7,3,1,10,61.8,60.8,29.2,63.7,70,60,100,100,67.46
6.4,6,2,1,0,7,97.7,72.7,53.8,64.0,20,20,0,70,46.13
8.19,1,3,1,1,0,45.8,66.9,31.2,81.89999999999999,30,20,100,0,51.08
7.41,6,8,2,0,0,72.0,76.1,29.6,74.1,80,40,0,0,40.38
7.05,4,1,4,1,9,73.7,71.5,60.7,70.5,10,80,100,90,74.15
8.39,3,3,4,1,10,44.4,85.4,44.5,83.9,30,80,100,100,79.74
6.89,2,8,1,1,8,45.4,55.6,46.4,68.89999999999999,80,20,100,80,55.62
7.3,8,6,1,0,9,66.5,54.8,36.9,73.0,60,20,0,90,44.9
8.9,6,10,5,0,2,70.9,55.5,54.0,89.0,100,100,0,20,59.7
9.04,8,9,4,0,9,37.8,42.9,78.8,90.39999999999999,90,80,0,90,72.4
9.07,4,5,1,0,10,44.7,97.2,39.5,90.7,50,20,0,100,52.5
7.22,8,9,1,0,6,74.8,57.5,79.6,72.2,90,20,0,60,65.96
8.73,7,9,2,1,9,64.7,84.9,37.7,87.3,90,40,100,90,67.28
6.55,7,10,1,0,7,56.0,78.5,53.8,65.5,100,20,0,70,59.93
6.59,7,8,4,0,3,78.6,74.0,64.3,65.9,80,80,0,30,59.1
5.15,8,10,1,0,9,72.3,47.8,79.0,51.5,100,20,0,90,52.03
9.17,7,1,3,0,10,31.3,54.9,47.8,91.7,10,60,0,100,47.07
6.64,2,8,2,0,5,62.0,79.9,67.2,66.39999999999999,80,40,0,50,53.02
7.37,4,8,3,1,5,79.6,41.0,50.0,73.7,80,60,100,50,63.95
6.59,2,10,5,0,8,73.3,79.5,81.9,65.9,100,100,0,80,74.79
8.2,7,10,2,0,1,81.9,65.4,60.7,82.0,100,40,0,10,64.87
7.12,6,3,3,0,8,43.7,80.3,70.2,71.2,30,60,0,80,57.28
6.2,3,9,4,0,5,78.5,84.4,62.4,62.0,90,80,0,50,63.79
7.94,6,8,3,0,9,70.0,57.8,49.3,79.4,80,60,0,90,67.61
6.07,5,10,1,0,4,67.0,64.4,64.0,60.699999999999996,100,20,0,40,58.93
6.66,2,7,0,0,6,57.4,82.0,48.0,66.60000000000001,70,0,0,60,57.57
5.39,8,2,5,0,9,64.4,62.7,82.3,53.89999999999999,20,100,0,90,59.89
6.08,3,1,2,0,3,84.1,46.6,58.3,60.8,10,40,0,30,38.39
7.68,8,5,5,0,9,100.0,63.7,50.2,76.8,50,100,0,90,65.72
5.54,1,1,2,1,6,61.5,65.0,56.5,55.400000000000006,10,40,100,60,52.79
6.02,1,4,3,0,10,60.4,48.4,54.2,60.199999999999996,40,60,0,100,55.67
7.5,4,4,5,0,5,65.9,55.5,90.4,75.0,40,100,0,50,62.38
6.96,7,2,3,1,4,66.4,69.3,76.3,69.6,20,60,100,40,63.36
9.49,7,4,5,0,4,62.8,79.0,69.9,94.9,40,100,0,40,54.68
9.33,6,1,3,1,1,50.0,63.2,58.5,93.30000000000001,10,60,100,10,68.24
6.63,6,2,4,0,6,78.5,100.0,90.4,66.3,20,80,0,60,67.18
8.06,5,8,1,1,9,67.0,57.0,49.1,80.60000000000001,80,20,100,90,55.42
8.25,4,4,0,0,9,100.0,66.2,57.6,82.5,40,0,0,90,55.15
6.9,6,4,4,0,5,60.4,79.3,72.5,69.0,40,80,0,50,68.89
6.0,6,8,3,0,9,51.6,100.0,65.9,60.0,80,60,0,90,61.94
7.49,2,9,4,0,5,77.5,72.1,45.4,74.9,90,80,0,50,58.56
7.33,5,8,1,1,7,83.6,60.0,76.1,73.3,80,20,100,70,87.25
7.06,2,1,4,1,5,74.8,86.3,71.0,70.6,10,80,100,50,71.65
7.94,6,8,3,0,4,53.0,58.2,71.3,79.4,80,60,0,40,59.73
6.75,3,9,2,0,8,53.4,70.5,78.5,67.5,90,40,0,80,55.15
6.35,5,4,5,0,10,93.9,79.4,61.7,63.5,40,100,0,100,77.56
7.61,7,8,5,0,5,72.4,91.6,62.2,76.1,80,100,0,50,76.82
7.89,1,10,3,0,10,45.6,71.7,67.2,78.89999999999999,100,60,0,100,56.38
6.32,7,5,3,1,6,84.0,65.8,53.9,63.2,50,60,100,60,62.06
8.43,3,1,3,0,5,100.0,74.5,50.3,84.3,10,60,0,50,60.36
5.73,7,7,4,0,7,63.6,79.6,49.9,57.300000000000004,70,80,0,70,61.63
6.92,3,2,4,1,10,47.2,55.3,65.8,69.19999999999999,20,80,100,100,70.76
7.24,2,5,3,0,10,63.6,49.1,60.2,72.39999999999999,50,60,0,100,68.23
6.86,4,1,5,0,5,70.4,64.2,50.5,68.60000000000001,10,100,0,50,47.01
6.93,6,5,1,0,10,16.9,86.0,60.7,69.3,50,20,0,100,43.16
9.37,2,6,1,0,6,53.2,60.0,60.6,93.69999999999999,60,20,0,60,60.22
6.65,3,9,4,0,5,33.9,66.1,77.2,66.5,90,80,0,50,57.73
9.94,5,10,4,1,4,68.1,56.3,44.8,99.4,100,80,100,40,80.65
7.94,1,3,2,0,6,69.6,51.5,66.8,79.4,30,40,0,60,55.25
7.59,8,3,2,1,0,72.6,69.5,45.4,75.9,30,40,100,0,49.18
7.98,3,1,0,1,3,100.0,90.9,99.8,79.80000000000001,10,0,100,30,63.97
10.0,7,6,2,0,7,76.9,59.5,70.8,100.0,60,40,0,70,70.96
6.51,4,4,2,1,2,40.7,77.6,96.6,65.10000000000001,40,40,100,20,54.54
6.38,6,2,4,0,2,100.0,65.1,56.3,63.800000000000004,20,80,0,20,60.81
6.75,7,4,3,1,5,65.9,89.5,61.8,67.5,40,60,100,50,72.54
7.53,4,9,3,0,5,67.5,48.9,78.4,75.3,90,60,0,50,51.72
5.77,6,3,4,0,8,42.8,80.3,80.7,57.699999999999996,30,80,0,80,55.97
7.52,6,8,2,0,7,31.3,76.6,90.3,75.2,80,40,0,70,65.79
9.19,7,5,4,0,9,46.6,64.8,96.2,91.89999999999999,50,80,0,90,77.19
7.65,5,5,2,0,6,62.7,63.8,88.3,76.5,50,40,0,60,60.57
7.21,4,7,1,1,6,86.1,72.6,21.2,72.1,70,20,100,60,53.02
6.88,5,5,4,0,7,100.0,75.7,68.8,68.8,50,80,0,70,62.72
8.4,4,7,5,0,6,31.2,51.5,34.8,84.00000000000001,70,100,0,60,69.5
6.67,7,2,2,1,1,48.7,68.1,69.7,66.7,20,40,100,10,47.3
9.35,2,1,3,0,6,96.6,92.6,37.3,93.5,10,60,0,60,76.77
9.43,6,10,3,0,10,66.9,34.4,61.1,94.3,100,60,0,100,64.45
7.76,1,7,2,1,3,65.1,75.2,77.0,77.60000000000001,70,40,100,30,65.93
7.49,6,5,2,0,10,100.0,79.6,81.1,74.9,50,40,0,100,69.64
8.53,1,7,2,1,6,75.4,43.5,76.3,85.3,70,40,100,60,65.05
8.59,3,1,3,0,0,55.5,59.4,69.6,85.9,10,60,0,0,43.36
6.69,8,7,3,0,7,45.0,87.8,48.3,66.9,70,60,0,70,54.7
6.97,3,1,3,0,0,45.0,64.6,26.0,69.69999999999999,10,60,0,0,39.36
6.18,2,3,1,0,5,47.7,75.8,50.8,61.8,30,20,0,50,48.52
7.91,7,3,2,0,10,67.5,95.8,70.5,79.10000000000001,30,40,0,100,53.5
8.17,7,3,1,0,7,67.9,42.1,63.9,81.69999999999999,30,20,0,70,37.04
6.15,6,5,3,1,7,88.8,72.6,73.4,61.5,50,60,100,70,75.54
7.04,2,2,2,0,4,100.0,51.9,49.4,70.39999999999999,20,40,0,40,54.47
6.15,1,1,5,0,3,63.9,44.5,83.0,61.5,10,100,0,30,57.93
6.6,8,6,2,0,8,74.6,74.9,85.7,65.99999999999999,60,40,0,80,55.06
8.05,3,10,2,0,0,62.6,48.9,68.1,80.5,100,40,0,0,53.3
6.77,3,10,2,0,8,61.8,77.0,56.0,67.69999999999999,100,40,0,80,60.08
7.2,6,4,3,1,5,80.6,35.9,81.6,72.0,40,60,100,50,71.45
5.87,8,1,3,0,10,78.9,41.5,76.4,58.699999999999996,10,60,0,100,37.59
7.69,7,9,2,0,5,23.4,55.1,36.1,76.9,90,40,0,50,48.99
7.46,1,7,3,0,3,56.5,81.2,37.8,74.6,70,60,0,30,58.11
6.77,5,6,4,0,3,64.8,62.0,40.7,67.69999999999999,60,80,0,30,54.66
7.31,2,4,4,0,9,79.6,45.3,71.6,73.1,40,80,0,90,44.3
7.68,3,7,4,0,6,53.4,51.8,68.9,76.8,70,80,0,60,59.32
6.69,1,7,1,0,8,78.4,64.2,66.5,66.9,70,20,0,80,57.29
6.02,7,8,4,0,9,75.5,62.7,66.7,60.199999999999996,80,80,0,90,69.06
9.31,2,9,2,1,7,78.3,80.3,50.7,93.10000000000001,90,40,100,70,71.39
6.87,6,10,4,0,1,80.7,85.5,61.2,68.7,100,80,0,10,67.92
7.4,8,1,0,1,8,47.7,61.0,76.4,74.0,10,0,100,80,51.72
8.51,7,3,2,0,5,63.3,49.3,84.0,85.1,30,40,0,50,59.07
10.0,1,6,3,1,7,39.1,54.8,44.5,100.0,60,60,100,70,68.05
6.26,6,5,3,0,3,30.8,83.4,54.2,62.6,50,60,0,30,49.42
7.95,7,10,5,0,0,64.0,76.9,48.0,79.5,100,100,0,0,76.34
6.79,7,9,2,1,7,55.1,57.5,37.5,67.9,90,40,100,70,54.37
6.96,5,10,3,0,5,77.2,80.4,54.9,69.6,100,60,0,50,56.43
6.78,6,2,3,0,6,67.4,68.6,70.4,67.80000000000001,20,60,0,60,52.37
6.37,4,4,3,0,10,98.9,70.9,57.8,63.7,40,60,0,100,58.63
7.46,3,5,2,0,5,58.7,69.4,41.1,74.6,50,40,0,50,58.58
6.03,6,6,5,1,7,76.1,77.7,70.9,60.3,60,100,100,70,86.39
8.45,8,10,5,0,7,51.9,69.2,50.9,84.5,100,100,0,70,76.32
7.56,6,3,4,1,6,71.8,81.6,43.7,75.6,30,80,100,60,68.97
7.92,2,2,4,0,6,69.3,65.0,73.2,79.2,20,80,0,60,54.89
7.03,7,8,3,1,5,78.0,81.6,68.4,70.30000000000001,80,60,100,50,70.55
7.13,7,9,4,0,8,57.6,68.5,84.5,71.3,90,80,0,80,71.13
7.79,1,2,3,0,6,46.3,74.0,53.2,77.9,20,60,0,60,49.33
6.34,1,3,2,0,7,46.1,15.7,79.4,63.4,30,40,0,70,38.12
7.14,2,6,4,1,1,49.1,53.7,88.7,71.39999999999999,60,80,100,10,62.37
6.64,3,5,3,0,1,81.0,91.7,59.3,66.39999999999999,50,60,0,10,51.72
6.61,6,8,1,1,6,73.7,93.1,62.4,66.10000000000001,80,20,100,60,65.17
5.39,3,5,3,0,3,79.0,62.7,82.9,53.89999999999999,50,60,0,30,54.63
8.84,8,9,2,0,6,33.9,43.6,65.5,88.4,90,40,0,60,58.05
6.81,7,1,1,0,0,51.2,85.9,54.6,68.1,10,20,0,0,36.29
8.66,6,6,2,1,5,37.5,69.6,82.5,86.6,60,40,100,50,67.9
8.57,1,7,2,1,4,54.2,70.7,70.6,85.7,70,40,100,40,73.84
6.21,3,2,0,0,8,68.6,50.8,69.5,62.1,20,0,0,80,44.6
6.41,6,6,0,0,9,72.6,54.1,86.3,64.1,60,0,0,90,64.68
10.0,4,1,2,0,6,59.8,66.4,72.9,100.0,10,40,0,60,43.95
9.25,5,3,1,0,3,63.7,76.9,67.6,92.5,30,20,0,30,43.55
7.47,5,2,4,1,6,94.2,76.7,44.9,74.7,20,80,100,60,68.6
7.76,4,7,5,0,7,59.1,68.6,58.7,77.60000000000001,70,100,0,70,67.47
6.87,3,9,3,0,8,66.9,63.2,4.4,68.7,90,60,0,80,57.18
7.93,8,3,3,0,5,75.3,35.2,34.0,79.3,30,60,0,50,53.81
6.78,6,3,5,0,5,71.6,67.7,100.0,67.80000000000001,30,100,0,50,61.61
5.47,8,9,4,0,4,63.1,60.7,62.1,54.699999999999996,90,80,0,40,58.31
6.18,1,9,3,0,1,82.5,73.8,48.0,61.8,90,60,0,10,54.87
7.52,3,8,2,0,3,79.0,72.8,62.4,75.2,80,40,0,30,60.77
6.37,2,3,4,0,8,62.8,83.0,87.4,63.7,30,80,0,80,72.15
7.43,7,10,2,0,5,68.9,51.7,65.8,74.3,100,40,0,50,50.31
6.43,8,6,4,1,9,56.2,82.9,68.8,64.3,60,80,100,90,72.8
6.72,8,4,1,0,0,41.0,77.0,59.5,67.19999999999999,40,20,0,0,40.93
8.35,2,6,3,0,9,46.8,52.5,60.6,83.5,60,60,0,90,63.2
7.75,8,8,1,0,9,51.9,60.2,99.5,77.5,80,20,0,90,64.03
7.49,7,5,4,0,2,48.1,55.3,57.9,74.9,50,80,0,20,50.22
8.38,8,4,5,0,6,69.0,50.0,71.3,83.80000000000001,40,100,0,60,57.95
7.98,3,10,3,0,8,60.8,43.6,75.6,79.80000000000001,100,60,0,80,66.56
8.95,4,2,4,0,3,59.6,63.4,30.2,89.49999999999999,20,80,0,30,46.51
7.04,2,1,1,0,7,73.0,64.8,75.2,70.39999999999999,10,20,0,70,51.07
7.07,7,1,3,0,6,100.0,56.5,85.1,70.7,10,60,0,60,60.12
6.2,6,9,4,1,6,100.0,81.3,84.6,62.0,90,80,100,60,84.19
7.07,5,9,4,0,8,69.2,50.4,77.9,70.7,90,80,0,80,61.22
8.46,1,10,5,0,7,70.9,64.5,71.8,84.60000000000001,100,100,0,70,76.44
8.8,4,2,4,0,8,37.6,65.2,79.2,88.00000000000001,20,80,0,80,60.16
8.46,7,1,3,0,0,63.0,59.6,61.4,84.60000000000001,10,60,0,0,40.71
5.71,8,6,4,0,3,92.2,83.7,92.3,57.099999999999994,60,80,0,30,68.94
8.58,2,5,2,0,8,44.5,40.5,89.8,85.8,50,40,0,80,56.77
5.66,8,2,4,0,1,48.0,66.6,75.8,56.60000000000001,20,80,0,10,48.61
8.4,1,5,4,0,1,61.4,78.2,57.8,84.00000000000001,50,80,0,10,53.54
7.13,6,2,1,0,4,59.1,85.0,61.3,71.3,20,20,0,40,39.13
8.2,5,2,4,0,1,74.1,61.9,100.0,82.0,20,80,0,10,55.63
6.17,2,7,4,0,6,81.4,72.9,90.4,61.7,70,80,0,60,61.42
8.67,2,8,5,0,7,56.7,68.3,74.1,86.7,80,100,0,70,67.95
6.04,1,9,5,1,8,66.7,57.0,47.6,60.4,90,100,100,80,75.8
6.83,8,5,2,1,3,40.7,39.9,24.9,68.30000000000001,50,40,100,30,47.99
6.5,1,5,3,0,4,45.0,56.0,55.0,65.0,50,60,0,40,42.9
5.75,3,8,4,1,6,100.0,69.3,41.0,57.49999999999999,80,80,100,60,81.95
7.59,2,1,4,0,9,55.7,77.2,50.9,75.9,10,80,0,90,44.99
9.31,7,5,4,0,7,26.2,63.2,66.9,93.10000000000001,50,80,0,70,60.83
10.0,5,9,2,0,1,76.7,79.6,84.3,100.0,90,40,0,10,72.37
7.6,1,4,4,1,0,52.2,76.6,70.9,76.0,40,80,100,0,73.49
8.62,4,4,1,1,6,88.4,69.0,86.0,86.19999999999999,40,20,100,60,57.8
7.73,2,9,3,0,5,76.9,64.2,59.4,77.3,90,60,0,50,54.59
8.0,4,7,1,1,7,62.3,79.9,83.8,80.0,70,20,100,70,75.9
7.16,2,2,3,1,4,65.6,80.2,66.1,71.6,20,60,100,40,61.04
7.7,1,2,2,1,5,44.4,91.6,89.8,77.0,20,40,100,50,61.26
8.04,3,8,3,0,4,80.5,74.7,37.7,80.39999999999999,80,60,0,40,59.86
6.92,2,4,4,1,2,32.1,84.7,64.5,69.19999999999999,40,80,100,20,64.85
7.42,6,10,0,0,4,83.6,89.5,68.2,74.2,100,0,0,40,63.35
7.44,7,5,2,1,2,74.5,70.0,79.2,74.4,50,40,100,20,66.41
8.33,1,1,1,0,9,53.3,70.7,65.6,83.3,10,20,0,90,66.64
6.43,1,4,1,1,8,60.8,19.6,37.3,64.3,40,20,100,80,52.28
7.45,1,6,3,0,6,57.7,63.0,82.2,74.5,60,60,0,60,53.15
9.41,4,7,1,0,1,67.3,94.9,66.6,94.10000000000001,70,20,0,10,49.84
8.66,1,6,4,0,10,88.7,52.2,75.5,86.6,60,80,0,100,75.6
8.85,7,2,2,1,2,64.8,75.8,85.4,88.5,20,40,100,20,58.08
7.52,4,7,5,0,7,69.5,84.0,65.4,75.2,70,100,0,70,67.1
7.82,5,4,5,1,6,68.1,51.4,53.2,78.2,40,100,100,60,68.46
8.5,6,7,4,0,7,78.5,85.6,88.1,85.0,70,80,0,70,76.22
9.06,6,10,4,0,3,76.9,93.7,63.6,90.60000000000001,100,80,0,30,67.36
5.55,6,2,4,0,4,50.1,55.6,67.9,55.49999999999999,20,80,0,40,39.33
6.18,3,3,4,1,6,54.0,53.1,72.1,61.8,30,80,100,60,65.13
8.81,7,5,1,0,10,93.9,62.6,60.5,88.1,50,20,0,100,46.09
7.22,6,4,5,1,1,55.5,53.0,19.5,72.2,40,100,100,10,59.52
6.83,8,5,4,1,6,67.9,66.0,45.8,68.30000000000001,50,80,100,60,65.58
6.25,1,10,3,0,4,16.6,78.1,81.8,62.5,100,60,0,40,59.26
6.94,5,10,1,0,5,70.8,34.9,72.8,69.4,100,20,0,50,55.84
6.1,1,4,4,1,1,95.9,51.7,77.2,61.0,40,80,100,10,73.24
9.59,5,3,5,0,8,55.7,56.5,100.0,95.89999999999999,30,100,0,80,72.91
7.48,6,5,3,1,6,58.2,53.4,98.0,74.8,50,60,100,60,64.64
7.44,1,3,1,1,7,75.7,59.9,69.5,74.4,30,20,100,70,61.27
8.09,3,7,5,0,7,70.2,59.0,60.7,80.89999999999999,70,100,0,70,68.76
8.46,1,5,1,0,8,60.8,67.6,66.1,84.60000000000001,50,20,0,80,58.47
8.45,4,5,4,1,6,45.8,39.5,56.6,84.5,50,80,100,60,69.77
8.57,1,9,5,0,3,54.1,70.5,93.1,85.7,90,100,0,30,78.17
6.87,8,5,2,0,9,76.7,33.2,90.2,68.7,50,40,0,90,59.03
7.2,2,5,1,0,6,58.7,64.3,71.7,72.0,50,20,0,60,56.1
8.27,4,1,4,0,4,63.7,74.0,93.2,82.69999999999999,10,80,0,40,56.82
6.97,5,3,1,0,5,95.4,32.1,43.0,69.69999999999999,30,20,0,50,37.79
7.49,8,1,3,1,2,38.8,60.0,79.2,74.9,10,60,100,20,51.19
7.9,6,6,4,0,5,50.8,75.1,63.0,79.0,60,80,0,50,58.45
8.29,6,2,3,0,9,62.2,59.8,70.5,82.89999999999999,20,60,0,90,63.29
5.72,1,5,3,0,0,72.5,69.5,92.2,57.199999999999996,50,60,0,0,59.72
8.21,6,9,2,0,5,67.9,36.9,41.2,82.10000000000001,90,40,0,50,49.44
7.27,8,6,2,1,7,100.0,56.4,79.7,72.7,60,40,100,70,81.93
8.21,7,7,2,0,1,44.1,82.3,91.7,82.10000000000001,70,40,0,10,60.63
8.28,6,9,3,0,10,80.6,63.2,40.8,82.8,90,60,0,100,73.7
9.11,8,6,3,0,7,37.9,100.0,68.6,91.1,60,60,0,70,73.33
8.85,6,7,1,0,1,100.0,79.1,81.9,88.5,70,20,0,10,63.4
8.85,1,3,0,1,7,74.6,63.4,58.6,88.5,30,0,100,70,56.73
8.94,1,4,1,0,5,74.6,49.8,76.3,89.39999999999999,40,20,0,50,55.05
7.79,2,3,3,0,8,36.0,40.7,69.6,77.9,30,60,0,80,54.15
7.53,3,6,1,0,7,59.6,93.5,51.4,75.3,60,20,0,70,52.53
8.37,3,5,2,0,5,95.3,90.5,33.9,83.7,50,40,0,50,50.32
8.23,4,1,3,1,4,81.6,45.0,97.7,82.30000000000001,10,60,100,40,58.8
7.19,4,10,3,0,4,69.6,73.1,47.5,71.9,100,60,0,40,62.51
7.9,2,10,3,1,7,69.2,62.3,57.5,79.0,100,60,100,70,77.81
7.46,8,7,5,1,7,89.5,70.7,74.9,74.6,70,100,100,70,84.82
6.65,6,2,2,0,1,80.5,71.1,58.5,66.5,20,40,0,10,39.29
8.79,2,5,1,0,7,79.5,74.5,33.6,87.89999999999999,50,20,0,70,56.47
7.56,2,9,1,0,6,30.6,61.2,72.4,75.6,90,20,0,60,52.0
9.55,5,4,3,0,5,73.8,50.5,59.7,95.5,40,60,0,50,72.16
5.87,6,6,3,1,4,58.0,76.2,86.3,58.699999999999996,60,60,100,40,68.96
6.94,6,4,3,1,8,63.7,81.8,87.2,69.4,40,60,100,80,73.11
7.53,7,7,1,0,3,71.4,87.3,54.2,75.3,70,20,0,30,43.86
8.64,8,9,0,0,6,63.3,89.1,68.2,86.4,90,0,0,60,57.07
7.9,2,6,4,0,5,70.6,64.8,56.7,79.0,60,80,0,50,67.12
7.81,2,10,2,0,4,89.5,89.6,100.0,78.1,100,40,0,40,70.43
6.37,2,10,1,0,3,56.2,86.2,50.1,63.7,100,20,0,30,56.31
6.34,2,3,3,0,3,74.3,51.9,80.8,63.4,30,60,0,30,51.7
7.82,6,8,3,0,0,48.7,53.0,64.3,78.2,80,60,0,0,54.59
6.14,3,9,3,1,2,83.5,69.0,47.4,61.4,90,60,100,20,74.31
6.97,1,1,2,0,8,84.5,54.4,59.3,69.69999999999999,10,40,0,80,49.67
8.0,1,8,4,1,4,62.0,41.1,46.6,80.0,80,80,100,40,59.07
6.52,3,6,1,0,3,77.0,53.3,64.2,65.19999999999999,60,20,0,30,56.69
9.11,2,1,1,0,2,36.5,56.5,43.6,91.1,10,20,0,20,36.66
8.72,7,9,2,1,5,95.4,42.0,83.0,87.20000000000002,90,40,100,50,89.63
5.93,6,1,4,1,8,33.4,64.5,76.1,59.3,10,80,100,80,66.03
6.57,8,8,4,1,8,46.4,51.5,62.2,65.7,80,80,100,80,70.4
5.21,5,1,5,0,5,89.8,36.7,57.4,52.1,10,100,0,50,63.13
6.72,5,8,4,1,8,55.1,93.8,47.6,67.19999999999999,80,80,100,80,73.87
8.27,4,2,3,0,1,89.7,72.9,52.8,82.69999999999999,20,60,0,10,43.7
7.09,8,2,4,0,9,57.4,79.1,47.3,70.89999999999999,20,80,0,90,60.32
7.96,1,10,1,0,5,56.3,76.9,33.4,79.60000000000001,100,20,0,50,58.58
5.98,8,8,1,1,0,83.2,78.5,77.6,59.80000000000001,80,20,100,0,57.21
8.3,4,4,5,1,3,45.4,60.7,45.8,83.0,40,100,100,30,67.56
6.94,2,7,4,0,5,69.9,52.4,31.3,69.4,70,80,0,50,50.23
7.51,4,10,2,0,4,68.6,63.3,57.6,75.1,100,40,0,40,62.28
7.41,2,10,4,0,8,54.0,49.7,71.3,74.1,100,80,0,80,68.72
6.23,4,10,3,0,6,86.6,34.8,60.2,62.3,100,60,0,60,64.56
6.35,3,5,0,1,9,49.4,67.0,34.0,63.5,50,0,100,90,46.51
8.47,6,2,0,0,5,57.0,71.7,27.4,84.7,20,0,0,50,38.27
7.9,2,2,3,1,8,54.9,59.5,63.4,79.0,20,60,100,80,59.43
8.55,5,8,3,0,6,79.2,38.3,79.7,85.50000000000001,80,60,0,60,62.04
7.82,8,3,4,0,3,61.5,77.7,40.9,78.2,30,80,0,30,47.49
7.64,2,10,3,0,3,71.4,84.2,38.0,76.4,100,60,0,30,70.33
5.77,7,8,3,1,2,54.5,67.5,77.5,57.699999999999996,80,60,100,20,70.63
7.23,7,3,5,0,3,72.8,64.3,64.4,72.30000000000001,30,100,0,30,52.38
7.47,5,5,0,0,9,75.2,62.2,54.1,74.7,50,0,0,90,61.68
9.45,8,3,2,0,8,100.0,74.9,34.5,94.5,30,40,0,80,61.66
8.19,6,1,5,1,7,77.9,65.4,71.5,81.89999999999999,10,100,100,70,71.06
9.04,5,9,2,0,10,54.5,73.9,59.1,90.39999999999999,90,40,0,100,70.29
8.1,8,5,2,1,4,71.3,86.2,99.9,81.0,50,40,100,40,66.65
6.79,4,3,2,0,6,45.0,79.7,83.4,67.9,30,40,0,60,53.57
7.62,1,4,4,0,10,86.9,56.3,52.9,76.2,40,80,0,100,64.71
7.74,7,6,4,0,7,60.8,67.5,58.1,77.4,60,80,0,70,68.95
6.56,1,8,2,1,7,49.3,68.8,66.8,65.6,80,40,100,70,67.55
7.12,1,2,1,0,4,67.6,72.7,73.7,71.2,20,20,0,40,31.87
7.29,7,2,5,0,2,76.4,83.3,39.3,72.89999999999999,20,100,0,20,62.09
9.11,5,3,2,1,1,63.5,83.0,56.7,91.1,30,40,100,10,58.38
5.42,1,6,5,1,2,51.0,41.6,52.1,54.2,60,100,100,20,59.01
8.71,2,9,2,0,7,66.0,59.4,70.0,87.10000000000001,90,40,0,70,56.19
6.56,2,9,5,0,4,49.9,56.9,63.5,65.6,90,100,0,40,56.07
6.13,6,10,2,0,9,71.2,92.3,44.3,61.3,100,40,0,90,66.47
8.68,2,9,3,1,7,87.5,83.9,37.7,86.8,90,60,100,70,79.79
8.23,7,9,4,1,10,70.9,57.7,100.0,82.30000000000001,90,80,100,100,72.03
8.75,7,6,2,1,4,54.5,100.0,78.2,87.5,60,40,100,40,78.35
8.3,6,10,1,0,10,83.4,89.2,63.9,83.0,100,20,0,100,67.37
9.56,5,3,1,0,2,81.1,100.0,64.7,95.60000000000001,30,20,0,20,47.27
8.06,5,5,2,0,5,67.3,84.6,72.0,80.60000000000001,50,40,0,50,52.24
7.34,1,6,1,1,8,49.7,80.5,75.1,73.4,60,20,100,80,68.81
7.84,6,9,4,1,5,45.2,62.9,68.0,78.4,90,80,100,50,66.36
8.74,8,9,4,0,9,56.6,75.9,70.9,87.4,90,80,0,90,65.89
6.72,8,3,3,0,2,67.4,73.6,82.1,67.19999999999999,30,60,0,20,54.29
6.85,4,7,3,1,2,64.5,49.6,40.7,68.5,70,60,100,20,49.35
7.19,5,9,3,0,7,85.1,86.2,53.1,71.9,90,60,0,70,67.65
5.4,3,3,0,1,3,42.8,49.9,75.2,54.0,30,0,100,30,39.52
7.64,2,10,3,0,7,80.2,81.3,60.6,76.4,100,60,0,70,68.35
5.61,2,5,2,0,3,85.2,95.9,64.5,56.10000000000001,50,40,0,30,46.12
7.55,1,1,1,0,5,37.3,100.0,59.3,75.5,10,20,0,50,40.18
8.37,4,9,3,0,0,49.5,100.0,49.2,83.7,90,60,0,0,58.09
7.02,8,10,2,0,10,62.0,55.2,60.5,70.19999999999999,100,40,0,100,55.8
9.18,8,1,2,0,7,42.2,99.1,66.6,91.8,10,40,0,70,58.41
6.04,2,4,4,1,4,36.9,76.5,62.3,60.4,40,80,100,40,54.57
